LAMMPS data file for 2D carbon system

610 atoms

1 atom types

0 40.0 xlo xhi
0 40.0 ylo yhi
0 1.0 zlo zhi

Masses

1 12.01

Atoms

1 1 0.9280 24.9393 0.9348
2 1 27.6418 36.9527 0.5629
3 1 31.3993 9.3845 0.1674
4 1 36.6537 1.6580 0.3015
5 1 25.4373 6.0666 0.8235
6 1 24.9535 14.3512 0.0205
7 1 14.3061 13.4728 0.6506
8 1 12.9647 17.1581 0.9468
9 1 7.9276 39.1166 0.3467
10 1 20.5941 31.3261 0.9997
11 1 12.1825 3.1425 0.4331
12 1 38.2664 22.9228 0.1987
13 1 19.1549 29.8089 0.9349
14 1 39.6602 10.4528 0.7948
15 1 24.9160 7.7898 0.1621
16 1 4.5147 29.7960 0.5380
17 1 34.0968 17.1380 0.8094
18 1 5.8955 8.7731 0.3383
19 1 29.0375 16.0068 0.2443
20 1 39.0113 6.5455 0.3846
21 1 8.8666 4.9001 0.3663
22 1 0.5898 30.6640 0.3054
23 1 31.7800 30.3695 0.9363
24 1 25.8334 37.0658 0.9183
25 1 25.6053 30.8908 0.1622
26 1 34.1000 11.7537 0.5541
27 1 13.9351 8.5205 0.0218
28 1 10.8179 36.6806 0.9325
29 1 14.8486 0.5147 0.0385
30 1 15.6951 24.4471 0.2288
31 1 7.4916 31.4359 0.6988
32 1 5.6872 37.6490 0.3030
33 1 2.3625 4.7982 0.7144
34 1 19.9921 5.3449 0.1792
35 1 2.8313 18.8458 0.6450
36 1 36.9410 8.2352 0.9805
37 1 5.9959 28.3850 0.4327
38 1 35.8119 20.1467 0.6532
39 1 22.2521 0.0067 0.5536
40 1 4.5167 8.1488 0.1591
41 1 8.6562 21.0047 0.2807
42 1 30.2425 34.4945 0.9888
43 1 16.7545 7.2870 0.4436
44 1 38.8379 32.0869 0.0289
45 1 25.7448 16.8369 0.3179
46 1 23.0871 5.5705 0.7199
47 1 39.1814 24.3356 0.4357
48 1 13.8602 37.6883 0.3496
49 1 7.1591 13.7409 0.0486
50 1 37.9572 19.8326 0.2462
51 1 25.3904 20.0040 0.5018
52 1 10.0108 29.7302 0.9308
53 1 36.1546 33.2929 0.2911
54 1 8.2396 22.4275 0.8248
55 1 9.0286 1.1923 0.9858
56 1 39.2947 14.1557 0.1786
57 1 1.9477 2.8178 0.3106
58 1 30.9879 36.9110 0.8488
59 1 32.9927 14.2814 0.5810
60 1 0.1056 3.8579 0.3924
61 1 13.6993 35.5502 0.0952
62 1 11.7181 20.4787 0.0191
63 1 14.6933 23.0865 0.3262
64 1 14.5090 34.6820 0.9506
65 1 16.2144 34.4883 0.9473
66 1 1.1921 14.7110 0.6213
67 1 20.4714 35.8184 0.2617
68 1 33.1586 4.9542 0.1701
69 1 9.2324 25.3752 0.2792
70 1 13.8911 3.9025 0.1425
71 1 13.5561 20.8921 0.6381
72 1 13.0831 2.3322 0.6613
73 1 23.0371 19.4477 0.1285
74 1 10.4609 7.2247 0.5337
75 1 19.0943 10.9853 0.2730
76 1 10.4496 8.7978 0.2152
77 1 21.4749 12.1787 0.1866
78 1 17.9569 25.0191 0.7643
79 1 32.4767 22.0964 0.7309
80 1 17.9658 18.0366 0.5542
81 1 37.5812 18.5686 0.1995
82 1 20.7743 32.7373 0.6922
83 1 27.7593 20.0954 0.0371
84 1 12.6581 36.7361 0.3311
85 1 30.9506 27.0402 0.3557
86 1 33.0458 27.1746 0.8358
87 1 31.8713 24.1920 0.1777
88 1 11.8349 7.5461 0.0356
89 1 32.9615 30.0757 0.7293
90 1 13.7282 15.9994 0.4237
91 1 27.7264 18.9816 0.7904
92 1 22.4858 4.1512 0.6998
93 1 8.6121 3.6422 0.1874
94 1 20.8421 19.3089 0.3707
95 1 27.4583 7.3991 0.5927
96 1 35.0114 5.5407 0.3014
97 1 6.0644 7.3493 0.6454
98 1 33.1267 10.2027 0.9504
99 1 13.0758 9.8407 0.3780
100 1 1.5692 16.1738 0.5248
101 1 24.2235 31.1852 0.8930
